COUNTY;STATE;TP;TPNH;TPH;PPH;AP
San Benito;California;55269;24083;31186;56,43;2010
San Bernardino;California;2035210;1034065;1001145;49,19;2010
San Diego;California;3095313;2103965;991348;32,03;2010
San Francisco;California;805235;683461;121774;15,12;2010
San Joaquin;California;685306;418965;266341;38,87;2010
San Luis Obispo;California;269637;213664;55973;20,76;2010
San Mateo;California;718451;535949;182502;25,40;2010
Santa Barbara;California;423895;242208;181687;42,86;2010
Santa Clara;California;1781642;1302432;479210;26,90;2010
Santa Cruz;California;262382;178290;84092;32,05;2010
Shasta;California;177223;162345;14878;8,40;2010
Sierra;California;3240;2971;269;8,30;2010
Siskiyou;California;44900;40285;4615;10,28;2010
Solano;California;413344;313988;99356;24,04;2010
Sonoma;California;483878;363448;120430;24,89;2010
Stanislaus;California;514453;298795;215658;41,92;2010
Sutter;California;94737;67486;27251;28,77;2010
Tehama;California;63463;49557;13906;21,91;2010
Trinity;California;13786;12827;959;6,96;2010
Tulare;California;442179;174114;268065;60,62;2010
Tuolumne;California;55365;49447;5918;10,69;2010
Ventura;California;823318;491751;331567;40,27;2010
Yolo;California;200849;139896;60953;30,35;2010
Yuba;California;72155;54104;18051;25,02;2010
Adams;Colorado;441603;273725;167878;38,02;2010
Alamosa;Colorado;15445;8335;7110;46,03;2010
Arapahoe;Colorado;572003;466481;105522;18,45;2010
Archuleta;Colorado;12084;9936;2148;17,78;2010
Baca;Colorado;3788;3440;348;9,19;2010
Bent;Colorado;6499;4514;1985;30,54;2010
Boulder;Colorado;294567;255291;39276;13,33;2010
Chaffee;Colorado;17809;16131;1678;9,42;2010
Cheyenne;Colorado;1836;1658;178;9,70;2010
Clear Creek;Colorado;9088;8659;429;4,72;2010
Conejos;Colorado;8256;3636;4620;55,96;2010
Costilla;Colorado;3524;1197;2327;66,03;2010
Crowley;Colorado;5823;4137;1686;28,95;2010
Custer;Colorado;4255;4055;200;4,70;2010
Delta;Colorado;30952;26607;4345;14,04;2010
Denver;Colorado;600158;409193;190965;31,82;2010
Dolores;Colorado;2064;1982;82;3,97;2010
Douglas;Colorado;285465;264073;21392;7,49;2010
Eagle;Colorado;52197;36508;15689;30,06;2010
Elbert;Colorado;23086;21852;1234;5,35;2010
El Paso;Colorado;622263;528598;93665;15,05;2010
Fremont;Colorado;46824;41054;5770;12,32;2010
Garfield;Colorado;56389;40411;15978;28,34;2010
Gilpin;Colorado;5441;5174;267;4,91;2010
Grand;Colorado;14843;13727;1116;7,52;2010
Gunnison;Colorado;15324;14069;1255;8,19;2010
Hinsdale;Colorado;843;819;24;2,85;2010
Huerfano;Colorado;6711;4343;2368;35,29;2010
Jackson;Colorado;1394;1244;150;10,76;2010
Jefferson;Colorado;534543;458098;76445;14,30;2010
Kiowa;Colorado;1398;1320;78;5,58;2010
Kit Carson;Colorado;8270;6696;1574;19,03;2010
Lake;Colorado;7310;4452;2858;39,10;2010
La Plata;Colorado;51334;45278;6056;11,80;2010
Larimer;Colorado;299630;268002;31628;10,56;2010
Las Animas;Colorado;15507;9061;6446;41,57;2010
Lincoln;Colorado;5467;4784;683;12,49;2010
Logan;Colorado;22709;19158;3551;15,64;2010
Mesa;Colorado;146723;127171;19552;13,33;2010
Mineral;Colorado;712;691;21;2,95;2010
Moffat;Colorado;13795;11810;1985;14,39;2010
Montezuma;Colorado;25535;22717;2818;11,04;2010
Montrose;Colorado;41276;33149;8127;19,69;2010
Morgan;Colorado;28159;18653;9506;33,76;2010
Otero;Colorado;18831;11235;7596;40,34;2010
Ouray;Colorado;4436;4240;196;4,42;2010
Park;Colorado;16206;15423;783;4,83;2010
Phillips;Colorado;4442;3612;830;18,69;2010
Pitkin;Colorado;17148;15587;1561;9,10;2010
Prowers;Colorado;12551;8134;4417;35,19;2010
Pueblo;Colorado;159063;93252;65811;41,37;2010
Rio Blanco;Colorado;6666;6001;665;9,98;2010
Rio Grande;Colorado;11982;6896;5086;42,45;2010
Routt;Colorado;23509;21909;1600;6,81;2010
Saguache;Colorado;6108;3656;2452;40,14;2010
San Juan;Colorado;699;615;84;12,02;2010
San Miguel;Colorado;7359;6729;630;8,56;2010
Sedgwick;Colorado;2379;2090;289;12,15;2010
Summit;Colorado;27994;24005;3989;14,25;2010
Teller;Colorado;23350;22056;1294;5,54;2010
Washington;Colorado;4814;4407;407;8,46;2010
Weld;Colorado;252825;181145;71680;28,35;2010
Yuma;Colorado;10043;7955;2088;20,79;2010
Fairfield;Connecticut;916829;761804;155025;16,91;2010
Hartford;Connecticut;894014;757231;136783;15,30;2010
Litchfield;Connecticut;189927;181392;8535;4,49;2010
Middlesex;Connecticut;165676;157842;7834;4,73;2010
New Haven;Connecticut;862477;732734;129743;15,04;2010
New London;Connecticut;274055;250841;23214;8,47;2010
Tolland;Connecticut;152691;146089;6602;4,32;2010
Windham;Connecticut;118428;107077;11351;9,59;2010
Kent;Delaware;162310;152964;9346;5,76;2010
New Castle;Delaware;538479;491558;46921;8,71;2010
Sussex;Delaware;197145;180191;16954;8,60;2010
District of Columbia  ;District of Columbia;601723;546974;54749;9,10;2010
Alachua;Florida;247336;226584;20752;8,39;2010
Baker;Florida;27115;26595;520;1,92;2010
Bay;Florida;168852;160745;8107;4,80;2010
Bradford;Florida;28520;27500;1020;3,58;2010
Brevard;Florida;543376;499433;43943;8,09;2010
Broward;Florida;1748066;1309819;438247;25,07;2010
Calhoun;Florida;14625;13870;755;5,16;2010
Charlotte;Florida;159978;150765;9213;5,76;2010
Citrus;Florida;141236;134652;6584;4,66;2010
Clay;Florida;190865;176256;14609;7,65;2010
Collier;Florida;321520;238343;83177;25,87;2010
Columbia;Florida;67531;64255;3276;4,85;2010
DeSoto;Florida;34862;24437;10425;29,90;2010
Dixie;Florida;16422;15910;512;3,12;2010
Duval;Florida;864263;798865;65398;7,57;2010
Escambia;Florida;297619;283558;14061;4,72;2010
