COUNTY;STATE;TP;TPNH;TPH;PPH;AP
Clatsop;Oregon;33301;32653;648;1,95;1990
Columbia;Oregon;37557;36873;684;1,82;1990
Coos;Oregon;60273;58920;1353;2,25;1990
Crook;Oregon;14111;13723;388;2,75;1990
Curry;Oregon;19327;18973;354;1,83;1990
Deschutes;Oregon;74958;73432;1526;2,04;1990
Douglas;Oregon;94649;92424;2225;2,35;1990
Gilliam;Oregon;1717;1687;30;1,75;1990
Grant;Oregon;7853;7701;152;1,94;1990
Harney;Oregon;7060;6839;221;3,13;1990
Hood River;Oregon;16903;14151;2752;16,28;1990
Jackson;Oregon;146389;140440;5949;4,06;1990
Jefferson;Oregon;13676;12228;1448;10,59;1990
Josephine;Oregon;62649;60900;1749;2,79;1990
Klamath;Oregon;57702;54718;2984;5,17;1990
Lake;Oregon;7186;6916;270;3,76;1990
Lane;Oregon;282912;276060;6852;2,42;1990
Lincoln;Oregon;38889;38291;598;1,54;1990
Linn;Oregon;91227;89050;2177;2,39;1990
Malheur;Oregon;26038;20883;5155;19,80;1990
Marion;Oregon;228483;210258;18225;7,98;1990
Morrow;Oregon;7625;6800;825;10,82;1990
Multnomah;Oregon;583887;565497;18390;3,15;1990
Polk;Oregon;49541;46739;2802;5,66;1990
Sherman;Oregon;1918;1890;28;1,46;1990
Tillamook;Oregon;21570;21196;374;1,73;1990
Umatilla;Oregon;59249;53942;5307;8,96;1990
Union;Oregon;23598;23217;381;1,62;1990
Wallowa;Oregon;6911;6798;113;1,64;1990
Wasco;Oregon;21683;20618;1065;4,91;1990
Washington;Oregon;311554;297153;14401;4,62;1990
Wheeler;Oregon;1396;1384;12;0,86;1990
Yamhill;Oregon;65551;61422;4129;6,30;1990
Adams;Pennsylvania;78274;77058;1216;1,55;1990
Allegheny;Pennsylvania;1336449;1327718;8731;0,65;1990
Armstrong;Pennsylvania;73478;73314;164;0,22;1990
Beaver;Pennsylvania;186093;184969;1124;0,60;1990
Bedford;Pennsylvania;47919;47801;118;0,25;1990
Berks;Pennsylvania;336523;319349;17174;5,10;1990
Blair;Pennsylvania;130542;130111;431;0,33;1990
Bradford;Pennsylvania;60967;60749;218;0,36;1990
Bucks;Pennsylvania;541174;532279;8895;1,64;1990
Butler;Pennsylvania;152013;151450;563;0,37;1990
Cambria;Pennsylvania;163029;162044;985;0,60;1990
Cameron;Pennsylvania;5913;5910;3;0,05;1990
Carbon;Pennsylvania;56846;56337;509;0,90;1990
Centre;Pennsylvania;123786;122436;1350;1,09;1990
Chester;Pennsylvania;376396;367831;8565;2,28;1990
Clarion;Pennsylvania;41699;41583;116;0,28;1990
Clearfield;Pennsylvania;78097;77897;200;0,26;1990
Clinton;Pennsylvania;37182;37091;91;0,25;1990
Columbia;Pennsylvania;63202;62861;341;0,54;1990
Crawford;Pennsylvania;86169;85866;303;0,35;1990
Cumberland;Pennsylvania;195257;193902;1355;0,69;1990
Dauphin;Pennsylvania;237813;231789;6024;2,53;1990
Delaware;Pennsylvania;547651;541653;5998;1,10;1990
Elk;Pennsylvania;34878;34822;56;0,16;1990
Erie;Pennsylvania;275572;272208;3364;1,22;1990
Fayette;Pennsylvania;145351;144899;452;0,31;1990
Forest;Pennsylvania;4802;4779;23;0,48;1990
Franklin;Pennsylvania;121082;120017;1065;0,88;1990
Fulton;Pennsylvania;13837;13806;31;0,22;1990
Greene;Pennsylvania;39550;39341;209;0,53;1990
Huntingdon;Pennsylvania;44164;43969;195;0,44;1990
Indiana;Pennsylvania;89994;89624;370;0,41;1990
Jefferson;Pennsylvania;46083;45985;98;0,21;1990
Juniata;Pennsylvania;20625;20576;49;0,24;1990
Lackawanna;Pennsylvania;219039;217950;1089;0,50;1990
Lancaster;Pennsylvania;422822;407183;15639;3,70;1990
Lawrence;Pennsylvania;96246;95889;357;0,37;1990
Lebanon;Pennsylvania;113744;111078;2666;2,34;1990
Lehigh;Pennsylvania;291130;276129;15001;5,15;1990
Luzerne;Pennsylvania;328149;326126;2023;0,62;1990
Lycoming;Pennsylvania;118710;118069;641;0,54;1990
McKean;Pennsylvania;47131;46620;511;1,08;1990
Mercer;Pennsylvania;121003;120497;506;0,42;1990
Mifflin;Pennsylvania;46197;46065;132;0,29;1990
Monroe;Pennsylvania;95709;93657;2052;2,14;1990
Montgomery;Pennsylvania;678111;669754;8357;1,23;1990
Montour;Pennsylvania;17735;17619;116;0,65;1990
Northampton;Pennsylvania;247105;235514;11591;4,69;1990
Northumberland;Pennsylvania;96771;96239;532;0,55;1990
Perry;Pennsylvania;41172;40978;194;0,47;1990
Philadelphia;Pennsylvania;1585577;1496384;89193;5,63;1990
Pike;Pennsylvania;27966;27315;651;2,33;1990
Potter;Pennsylvania;16717;16645;72;0,43;1990
Schuylkill;Pennsylvania;152585;151908;677;0,44;1990
Snyder;Pennsylvania;36680;36532;148;0,40;1990
Somerset;Pennsylvania;78218;77987;231;0,30;1990
Sullivan;Pennsylvania;6104;6079;25;0,41;1990
Susquehanna;Pennsylvania;40380;40218;162;0,40;1990
Tioga;Pennsylvania;41126;40987;139;0,34;1990
Union;Pennsylvania;36176;35538;638;1,76;1990
Venango;Pennsylvania;59381;59180;201;0,34;1990
Warren;Pennsylvania;45050;44934;116;0,26;1990
Washington;Pennsylvania;204584;203398;1186;0,58;1990
Wayne;Pennsylvania;39944;39573;371;0,93;1990
Westmoreland;Pennsylvania;370321;368962;1359;0,37;1990
Wyoming;Pennsylvania;28076;27941;135;0,48;1990
York;Pennsylvania;339574;334409;5165;1,52;1990
Bristol;Rhode Island;48859;48187;672;1,38;1990
Kent;Rhode Island;161135;159398;1737;1,08;1990
Newport;Rhode Island;87194;85482;1712;1,96;1990
Providence;Rhode Island;596270;555701;40569;6,80;1990
Washington;Rhode Island;110006;108944;1062;0,97;1990
Abbeville;South Carolina;23862;23764;98;0,41;1990
Aiken;South Carolina;120940;120073;867;0,72;1990
Allendale;South Carolina;11722;11561;161;1,37;1990
Anderson;South Carolina;145196;144637;559;0,39;1990
Bamberg;South Carolina;16902;16827;75;0,44;1990
Barnwell;South Carolina;20293;20147;146;0,72;1990
Beaufort;South Carolina;86425;84257;2168;2,51;1990
Berkeley;South Carolina;128776;126177;2599;2,02;1990
Calhoun;South Carolina;12753;12714;39;0,31;1990
Charleston;South Carolina;295039;291166;3873;1,31;1990
Cherokee;South Carolina;44506;44247;259;0,58;1990
Chester;South Carolina;32170;32090;80;0,25;1990
Chesterfield;South Carolina;38577;38417;160;0,42;1990
Clarendon;South Carolina;28450;28306;144;0,51;1990
Colleton;South Carolina;34377;34201;176;0,51;1990
Darlington;South Carolina;61851;61640;211;0,34;1990
Dillon;South Carolina;29114;29038;76;0,26;1990
Dorchester;South Carolina;83060;82020;1040;1,25;1990
Edgefield;South Carolina;18375;18296;79;0,43;1990
Fairfield;South Carolina;22295;22190;105;0,47;1990
Florence;South Carolina;114344;113836;508;0,44;1990
Georgetown;South Carolina;46302;46115;187;0,40;1990
Greenville;South Carolina;320167;317139;3028;0,95;1990
Greenwood;South Carolina;59567;59316;251;0,42;1990
Hampton;South Carolina;18191;18120;71;0,39;1990
Horry;South Carolina;144053;142794;1259;0,87;1990
Jasper;South Carolina;15487;15418;69;0,45;1990
Kershaw;South Carolina;43599;43354;245;0,56;1990
Lancaster;South Carolina;54516;54304;212;0,39;1990
Laurens;South Carolina;58092;57881;211;0,36;1990
Lee;South Carolina;18437;18362;75;0,41;1990
Lexington;South Carolina;167611;166309;1302;0,78;1990
McCormick;South Carolina;8868;8842;26;0,29;1990
Marion;South Carolina;33899;33789;110;0,32;1990
Marlboro;South Carolina;29361;29282;79;0,27;1990
Newberry;South Carolina;33172;33025;147;0,44;1990
Oconee;South Carolina;57494;56966;528;0,92;1990
Orangeburg;South Carolina;84803;84472;331;0,39;1990
Pickens;South Carolina;93894;93323;571;0,61;1990
Richland;South Carolina;285720;281073;4647;1,63;1990
Saluda;South Carolina;16357;16271;86;0,53;1990
Spartanburg;South Carolina;226800;225279;1521;0,67;1990
Sumter;South Carolina;102637;101398;1239;1,21;1990
Union;South Carolina;30337;30268;69;0,23;1990
Williamsburg;South Carolina;36815;36686;129;0,35;1990
York;South Carolina;131497;130762;735;0,56;1990
Aurora;South Dakota;3135;3128;7;0,22;1990
Beadle;South Dakota;18253;18177;76;0,42;1990
Bennett;South Dakota;3206;3171;35;1,09;1990
Bon Homme;South Dakota;7089;7055;34;0,48;1990
Brookings;South Dakota;25207;25131;76;0,30;1990
Brown;South Dakota;35580;35469;111;0,31;1990
Brule;South Dakota;5485;5454;31;0,57;1990
Buffalo;South Dakota;1759;1756;3;0,17;1990
Butte;South Dakota;7914;7695;219;2,77;1990
Campbell;South Dakota;1965;1965;0;0,00;1990
Charles Mix;South Dakota;9131;9097;34;0,37;1990
Clark;South Dakota;4403;4390;13;0,30;1990
Clay;South Dakota;13186;13086;100;0,76;1990
Codington;South Dakota;22698;22643;55;0,24;1990
Corson;South Dakota;4195;4148;47;1,12;1990
Custer;South Dakota;6179;6134;45;0,73;1990
Davison;South Dakota;17503;17465;38;0,22;1990
Day;South Dakota;6978;6967;11;0,16;1990
Deuel;South Dakota;4522;4508;14;0,31;1990
Dewey;South Dakota;5523;5477;46;0,83;1990
Douglas;South Dakota;3746;3744;2;0,05;1990
Edmunds;South Dakota;4356;4351;5;0,12;1990
Fall River;South Dakota;7353;7233;120;1,63;1990
Faulk;South Dakota;2744;2741;3;0,11;1990
Grant;South Dakota;8372;8361;11;0,13;1990
Gregory;South Dakota;5359;5332;27;0,50;1990
Haakon;South Dakota;2624;2613;11;0,42;1990
Hamlin;South Dakota;4974;4961;13;0,26;1990
Hand;South Dakota;4272;4261;11;0,26;1990
Hanson;South Dakota;2994;2992;2;0,07;1990
Harding;South Dakota;1669;1666;3;0,18;1990
Hughes;South Dakota;14817;14705;112;0,76;1990
Hutchinson;South Dakota;8262;8248;14;0,17;1990
Hyde;South Dakota;1696;1689;7;0,41;1990
Jackson;South Dakota;2811;2797;14;0,50;1990
Jerauld;South Dakota;2425;2424;1;0,04;1990
Jones;South Dakota;1324;1323;1;0,08;1990
Kingsbury;South Dakota;5925;5920;5;0,08;1990
Lake;South Dakota;10550;10523;27;0,26;1990
Lawrence;South Dakota;20655;20328;327;1,58;1990
Lincoln;South Dakota;15427;15404;23;0,15;1990
Lyman;South Dakota;3638;3620;18;0,50;1990
McCook;South Dakota;5688;5680;8;0,14;1990
McPherson;South Dakota;3228;3228;0;0,00;1990
Marshall;South Dakota;4844;4831;13;0,27;1990
Meade;South Dakota;21878;21491;387;1,77;1990
Mellette;South Dakota;2137;2122;15;0,70;1990
Miner;South Dakota;3272;3266;6;0,18;1990
Minnehaha;South Dakota;123809;123161;648;0,52;1990
Moody;South Dakota;6507;6494;13;0,20;1990
Pennington;South Dakota;81343;79566;1777;2,19;1990
Perkins;South Dakota;3932;3915;17;0,43;1990
Potter;South Dakota;3190;3185;5;0,16;1990
Roberts;South Dakota;9914;9886;28;0,28;1990
Sanborn;South Dakota;2833;2818;15;0,53;1990
Shannon;South Dakota;9902;9723;179;1,81;1990
Spink;South Dakota;7981;7966;15;0,19;1990
Stanley;South Dakota;2453;2443;10;0,41;1990
Sully;South Dakota;1589;1586;3;0,19;1990
Todd;South Dakota;8352;8229;123;1,47;1990
Tripp;South Dakota;6924;6915;9;0,13;1990
Turner;South Dakota;8576;8558;18;0,21;1990
Union;South Dakota;10189;10122;67;0,66;1990
Walworth;South Dakota;6087;6061;26;0,43;1990
Yankton;South Dakota;19252;19163;89;0,46;1990
Ziebach;South Dakota;2220;2191;29;1,31;1990
Anderson;Tennessee;68250;67869;381;0,56;1990
Bedford;Tennessee;30411;30239;172;0,57;1990
Benton;Tennessee;14524;14452;72;0,50;1990
Bledsoe;Tennessee;9669;9631;38;0,39;1990
Blount;Tennessee;85969;85601;368;0,43;1990
Bradley;Tennessee;73712;73000;712;0,97;1990
Campbell;Tennessee;35079;34962;117;0,33;1990
Cannon;Tennessee;10467;10428;39;0,37;1990
Carroll;Tennessee;27514;27389;125;0,45;1990
Carter;Tennessee;51505;51314;191;0,37;1990
Cheatham;Tennessee;27140;27001;139;0,51;1990
Chester;Tennessee;12819;12766;53;0,41;1990
Claiborne;Tennessee;26137;26054;83;0,32;1990
Clay;Tennessee;7238;7211;27;0,37;1990
Cocke;Tennessee;29141;28997;144;0,49;1990
Coffee;Tennessee;40339;40078;261;0,65;1990
Crockett;Tennessee;13378;13329;49;0,37;1990
Cumberland;Tennessee;34736;34612;124;0,36;1990
Davidson;Tennessee;510784;506009;4775;0,94;1990
Decatur;Tennessee;10472;10423;49;0,47;1990
DeKalb;Tennessee;14360;14298;62;0,43;1990
Dickson;Tennessee;35061;34884;177;0,51;1990
Dyer;Tennessee;34854;34717;137;0,39;1990
Fayette;Tennessee;25559;25429;130;0,51;1990
Fentress;Tennessee;14669;14630;39;0,27;1990
Franklin;Tennessee;34725;34538;187;0,54;1990
Gibson;Tennessee;46315;46134;181;0,39;1990
Giles;Tennessee;25741;25632;109;0,42;1990
Grainger;Tennessee;17095;17054;41;0,24;1990
Greene;Tennessee;55853;55690;163;0,29;1990
Grundy;Tennessee;13362;13294;68;0,51;1990
Hamblen;Tennessee;50480;50305;175;0,35;1990
Hamilton;Tennessee;285536;283590;1946;0,68;1990
Hancock;Tennessee;6739;6704;35;0,52;1990
Hardeman;Tennessee;23377;23202;175;0,75;1990
Hardin;Tennessee;22633;22546;87;0,38;1990
Hawkins;Tennessee;44565;44431;134;0,30;1990
Haywood;Tennessee;19437;19281;156;0,80;1990
Henderson;Tennessee;21844;21744;100;0,46;1990
Henry;Tennessee;27888;27778;110;0,39;1990
Hickman;Tennessee;16754;16687;67;0,40;1990
Houston;Tennessee;7018;6977;41;0,58;1990
Humphreys;Tennessee;15795;15732;63;0,40;1990
Jackson;Tennessee;9297;9259;38;0,41;1990
Jefferson;Tennessee;33016;32916;100;0,30;1990
Johnson;Tennessee;13766;13734;32;0,23;1990
Knox;Tennessee;335749;333682;2067;0,62;1990
Lake;Tennessee;7129;7102;27;0,38;1990
Lauderdale;Tennessee;23491;23313;178;0,76;1990
Lawrence;Tennessee;35303;35158;145;0,41;1990
Lewis;Tennessee;9247;9193;54;0,58;1990
Lincoln;Tennessee;28157;28020;137;0,49;1990
Loudon;Tennessee;31255;31172;83;0,27;1990
McMinn;Tennessee;42383;42209;174;0,41;1990
McNairy;Tennessee;22422;22327;95;0,42;1990
Macon;Tennessee;15906;15867;39;0,25;1990
Madison;Tennessee;77982;77606;376;0,48;1990
Marion;Tennessee;24860;24775;85;0,34;1990
Marshall;Tennessee;21539;21447;92;0,43;1990
Maury;Tennessee;54812;54489;323;0,59;1990
Meigs;Tennessee;8033;8016;17;0,21;1990
Monroe;Tennessee;30541;30418;123;0,40;1990
Montgomery;Tennessee;100498;97270;3228;3,21;1990
Moore;Tennessee;4721;4701;20;0,42;1990
Morgan;Tennessee;17300;17240;60;0,35;1990
Obion;Tennessee;31717;31579;138;0,44;1990
Overton;Tennessee;17636;17563;73;0,41;1990
Perry;Tennessee;6612;6576;36;0,54;1990
Pickett;Tennessee;4548;4535;13;0,29;1990
Polk;Tennessee;13643;13607;36;0,26;1990
Putnam;Tennessee;51373;51079;294;0,57;1990
Rhea;Tennessee;24344;24212;132;0,54;1990
Roane;Tennessee;47227;47015;212;0,45;1990
Robertson;Tennessee;41494;41321;173;0,42;1990
Rutherford;Tennessee;118570;117644;926;0,78;1990
Scott;Tennessee;18358;18320;38;0,21;1990
Sequatchie;Tennessee;8863;8838;25;0,28;1990
Sevier;Tennessee;51043;50806;237;0,46;1990
Shelby;Tennessee;826330;819239;7091;0,86;1990
Smith;Tennessee;14143;14095;48;0,34;1990
Stewart;Tennessee;9479;9431;48;0,51;1990
Sullivan;Tennessee;143596;143075;521;0,36;1990
Sumner;Tennessee;103281;102714;567;0,55;1990
Tipton;Tennessee;37568;37315;253;0,67;1990
Trousdale;Tennessee;5920;5889;31;0,52;1990
Unicoi;Tennessee;16549;16452;97;0,59;1990
Union;Tennessee;13694;13656;38;0,28;1990
Van Buren;Tennessee;4846;4836;10;0,21;1990
Warren;Tennessee;32992;32716;276;0,84;1990
Washington;Tennessee;92315;91844;471;0,51;1990
Wayne;Tennessee;13935;13883;52;0,37;1990
Weakley;Tennessee;31972;31844;128;0,40;1990
White;Tennessee;20090;20016;74;0,37;1990
Williamson;Tennessee;81021;80499;522;0,64;1990
Wilson;Tennessee;67675;67289;386;0,57;1990
Anderson;Texas;48024;44071;3953;8,23;1990
Andrews;Texas;14338;9786;4552;31,75;1990
Angelina;Texas;69884;63812;6072;8,69;1990
Aransas;Texas;17892;14304;3588;20,05;1990
Archer;Texas;7973;7784;189;2,37;1990
Armstrong;Texas;2021;1966;55;2,72;1990
Atascosa;Texas;30533;14469;16064;52,61;1990
Austin;Texas;19832;17759;2073;10,45;1990
Bailey;Texas;7064;4324;2740;38,79;1990
Bandera;Texas;10562;9390;1172;11,10;1990
Bastrop;Texas;38263;31330;6933;18,12;1990
Baylor;Texas;4385;4051;334;7,62;1990
Bee;Texas;25135;12226;12909;51,36;1990
Bell;Texas;191088;166093;24995;13,08;1990
Bexar;Texas;1185394;596214;589180;49,70;1990
Blanco;Texas;5972;5132;840;14,07;1990
Borden;Texas;799;679;120;15,02;1990
Bosque;Texas;15125;13695;1430;9,46;1990
Bowie;Texas;81665;80331;1334;1,63;1990
Brazoria;Texas;191707;157910;33797;17,63;1990
Brazos;Texas;121862;105149;16713;13,72;1990
Brewster;Texas;8681;4979;3702;42,65;1990
Briscoe;Texas;1971;1604;367;18,62;1990
Brooks;Texas;8204;866;7338;89,44;1990
Brown;Texas;34371;30572;3799;11,05;1990
Burleson;Texas;13625;12001;1624;11,92;1990
Burnet;Texas;22677;20237;2440;10,76;1990
Caldwell;Texas;26392;16404;9988;37,85;1990
Calhoun;Texas;19053;12160;6893;36,18;1990
Callahan;Texas;11859;11370;489;4,12;1990
Cameron;Texas;260120;47125;212995;81,88;1990
Camp;Texas;9904;9403;501;5,06;1990
Carson;Texas;6576;6222;354;5,38;1990
Cass;Texas;29982;29609;373;1,24;1990
Castro;Texas;9070;4883;4187;46,16;1990
Chambers;Texas;20088;18893;1195;5,95;1990
Cherokee;Texas;41049;38352;2697;6,57;1990
Childress;Texas;5953;5100;853;14,33;1990
Clay;Texas;10024;9782;242;2,41;1990
Cochran;Texas;4377;2520;1857;42,43;1990
Coke;Texas;3424;3002;422;12,33;1990
Coleman;Texas;9710;8571;1139;11,73;1990
Collin;Texas;264036;245878;18158;6,88;1990
Collingsworth;Texas;3573;3012;561;15,70;1990
Colorado;Texas;18383;15550;2833;15,41;1990
Comal;Texas;51832;39968;11864;22,89;1990
Comanche;Texas;13381;11176;2205;16,48;1990
Concho;Texas;3044;1850;1194;39,23;1990
Cooke;Texas;30777;29369;1408;4,58;1990
Coryell;Texas;64213;57970;6243;9,72;1990
Cottle;Texas;2247;1880;367;16,33;1990
Crane;Texas;4652;3075;1577;33,90;1990
Crockett;Texas;4078;2057;2021;49,56;1990
Crosby;Texas;7304;4193;3111;42,59;1990
Culberson;Texas;3407;988;2419;71,00;1990
Dallam;Texas;5461;4310;1151;21,08;1990
Dallas;Texas;1852810;1537180;315630;17,04;1990
Dawson;Texas;14349;8229;6120;42,65;1990
Deaf Smith;Texas;19153;9797;9356;48,85;1990
Delta;Texas;4857;4790;67;1,38;1990
Denton;Texas;273525;254512;19013;6,95;1990
DeWitt;Texas;18840;14273;4567;24,24;1990
Dickens;Texas;2571;2092;479;18,63;1990
Dimmit;Texas;10433;1745;8688;83,27;1990
Donley;Texas;3696;3557;139;3,76;1990
Duval;Texas;12918;1651;11267;87,22;1990
Eastland;Texas;18488;17084;1404;7,59;1990
Ector;Texas;118934;81619;37315;31,38;1990
Edwards;Texas;2266;1084;1182;52,16;1990
Ellis;Texas;85167;73924;11243;13,20;1990
El Paso;Texas;591610;179991;411619;69,58;1990
Erath;Texas;27991;25533;2458;8,78;1990
Falls;Texas;17712;15640;2072;11,70;1990
Fannin;Texas;24804;24319;485;1,96;1990
Fayette;Texas;20095;18393;1702;8,47;1990
Fisher;Texas;4842;3845;997;20,59;1990
Floyd;Texas;8497;5116;3381;39,79;1990
Foard;Texas;1794;1561;233;12,99;1990
Fort Bend;Texas;225421;181529;43892;19,47;1990
Franklin;Texas;7802;7445;357;4,58;1990
Freestone;Texas;15818;15199;619;3,91;1990
Frio;Texas;13472;3723;9749;72,37;1990
Gaines;Texas;14123;9515;4608;32,63;1990
Galveston;Texas;217399;186437;30962;14,24;1990
Garza;Texas;5143;3689;1454;28,27;1990
Gillespie;Texas;17204;14778;2426;14,10;1990
Glasscock;Texas;1447;1023;424;29,30;1990
Goliad;Texas;5980;3835;2145;35,87;1990
Gonzales;Texas;17205;11063;6142;35,70;1990
Gray;Texas;23967;22072;1895;7,91;1990
Grayson;Texas;95021;92226;2795;2,94;1990
Gregg;Texas;104948;101173;3775;3,60;1990
Grimes;Texas;18828;16171;2657;14,11;1990
Guadalupe;Texas;64873;45627;19246;29,67;1990
Hale;Texas;34671;20243;14428;41,61;1990
Hall;Texas;3905;3178;727;18,62;1990
Hamilton;Texas;7733;7330;403;5,21;1990
Hansford;Texas;5848;4674;1174;20,08;1990
Hardeman;Texas;5283;4694;589;11,15;1990
Hardin;Texas;41320;40641;679;1,64;1990
Harris;Texas;2818199;2173264;644935;22,89;1990
Harrison;Texas;57483;56205;1278;2,22;1990
Hartley;Texas;3634;3433;201;5,53;1990
Haskell;Texas;6820;5508;1312;19,24;1990
Hays;Texas;65614;47365;18249;27,81;1990
Hemphill;Texas;3720;3308;412;11,08;1990
Henderson;Texas;58543;56175;2368;4,05;1990
Hidalgo;Texas;383545;56573;326972;85,25;1990
Hill;Texas;27146;24916;2230;8,22;1990
Hockley;Texas;24199;16545;7654;31,63;1990
Hood;Texas;28981;27628;1353;4,67;1990
Hopkins;Texas;28833;27426;1407;4,88;1990
Houston;Texas;21375;20410;965;4,52;1990
Howard;Texas;32343;23736;8607;26,61;1990
Hudspeth;Texas;2915;980;1935;66,38;1990
Hunt;Texas;64343;61467;2876;4,47;1990
Hutchinson;Texas;25689;23180;2509;9,77;1990
Irion;Texas;1629;1244;385;23,63;1990
Jack;Texas;6981;6749;232;3,32;1990
Jackson;Texas;13039;10267;2772;21,26;1990
Jasper;Texas;31102;30508;594;1,91;1990
Jeff Davis;Texas;1946;1176;770;39,57;1990
Jefferson;Texas;239397;226768;12629;5,28;1990
Jim Hogg;Texas;5109;450;4659;91,19;1990
Jim Wells;Texas;37679;10478;27201;72,19;1990
Johnson;Texas;97165;89708;7457;7,68;1990
Jones;Texas;16490;13704;2786;16,90;1990
Karnes;Texas;12455;6539;5916;47,50;1990
Kaufman;Texas;52220;48880;3340;6,40;1990
Kendall;Texas;14589;12197;2392;16,40;1990
Kenedy;Texas;460;98;362;78,70;1990
Kent;Texas;1010;890;120;11,88;1990
Kerr;Texas;36304;30310;5994;16,51;1990
Kimble;Texas;4122;3350;772;18,73;1990
King;Texas;354;301;53;14,97;1990
Kinney;Texas;3119;1549;1570;50,34;1990
Kleberg;Texas;30274;11745;18529;61,20;1990
Knox;Texas;4837;3749;1088;22,49;1990
Lamar;Texas;43949;43474;475;1,08;1990
Lamb;Texas;15072;9563;5509;36,55;1990
Lampasas;Texas;13521;11768;1753;12,97;1990
La Salle;Texas;5254;1186;4068;77,43;1990
Lavaca;Texas;18690;17094;1596;8,54;1990
Lee;Texas;12854;11444;1410;10,97;1990
Leon;Texas;12665;12156;509;4,02;1990
Liberty;Texas;52726;49846;2880;5,46;1990
Limestone;Texas;20946;19487;1459;6,97;1990
Lipscomb;Texas;3143;2764;379;12,06;1990
Live Oak;Texas;9556;6232;3324;34,78;1990
Llano;Texas;11631;11178;453;3,90;1990
Loving;Texas;107;93;14;13,08;1990
Lubbock;Texas;222636;171625;51011;22,91;1990
Lynn;Texas;6758;3939;2819;41,71;1990
McCulloch;Texas;8778;6461;2317;26,40;1990
McLennan;Texas;189123;165480;23643;12,50;1990
McMullen;Texas;817;497;320;39,17;1990
Madison;Texas;10931;9753;1178;10,78;1990
Marion;Texas;9984;9837;147;1,47;1990
Martin;Texas;4956;2996;1960;39,55;1990
Mason;Texas;3423;2752;671;19,60;1990
Matagorda;Texas;36928;27840;9088;24,61;1990
Maverick;Texas;36378;2354;34024;93,53;1990
Medina;Texas;27312;15178;12134;44,43;1990
Menard;Texas;2252;1526;726;32,24;1990
Midland;Texas;106611;83831;22780;21,37;1990
Milam;Texas;22946;19490;3456;15,06;1990
Mills;Texas;4531;4047;484;10,68;1990
Mitchell;Texas;8016;5627;2389;29,80;1990
Montague;Texas;17274;16726;548;3,17;1990
Montgomery;Texas;182201;168964;13237;7,27;1990
Moore;Texas;17865;12172;5693;31,87;1990
Morris;Texas;13200;12961;239;1,81;1990
Motley;Texas;1532;1396;136;8,88;1990
Nacogdoches;Texas;54753;51965;2788;5,09;1990
Navarro;Texas;39926;37035;2891;7,24;1990
Newton;Texas;13569;13416;153;1,13;1990
Nolan;Texas;16594;12348;4246;25,59;1990
Nueces;Texas;291145;139094;152051;52,23;1990
Ochiltree;Texas;9128;7487;1641;17,98;1990
Oldham;Texas;2278;2078;200;8,78;1990
Orange;Texas;80509;78576;1933;2,40;1990
Palo Pinto;Texas;25055;22754;2301;9,18;1990
Panola;Texas;22035;21558;477;2,17;1990
Parker;Texas;64785;62088;2697;4,16;1990
Parmer;Texas;9863;5767;4096;41,53;1990
Pecos;Texas;14675;6344;8331;56,77;1990
Polk;Texas;30687;29077;1610;5,25;1990
Potter;Texas;97874;78628;19246;19,66;1990
Presidio;Texas;6637;1220;5417;81,62;1990
Rains;Texas;6715;6557;158;2,35;1990
Randall;Texas;89673;83529;6144;6,85;1990
Reagan;Texas;4514;2573;1941;43,00;1990
Real;Texas;2412;1838;574;23,80;1990
Red River;Texas;14317;14044;273;1,91;1990
Reeves;Texas;15852;4307;11545;72,83;1990
Refugio;Texas;7976;4812;3164;39,67;1990
Roberts;Texas;1025;991;34;3,32;1990
Robertson;Texas;15511;13607;1904;12,28;1990
Rockwall;Texas;25604;24104;1500;5,86;1990
Runnels;Texas;11294;8554;2740;24,26;1990
Rusk;Texas;43735;41999;1736;3,97;1990
Sabine;Texas;9586;9475;111;1,16;1990
San Augustine;Texas;7999;7861;138;1,73;1990
San Jacinto;Texas;16372;15941;431;2,63;1990
San Patricio;Texas;58749;28940;29809;50,74;1990
San Saba;Texas;5401;4403;998;18,48;1990
Schleicher;Texas;2990;1928;1062;35,52;1990
Scurry;Texas;18634;14180;4454;23,90;1990
Shackelford;Texas;3316;3044;272;8,20;1990
Shelby;Texas;22034;21495;539;2,45;1990
Sherman;Texas;2858;2320;538;18,82;1990
Smith;Texas;151309;142323;8986;5,94;1990
Somervell;Texas;5360;4611;749;13,97;1990
Starr;Texas;40518;1128;39390;97,22;1990
Stephens;Texas;9010;8243;767;8,51;1990
Sterling;Texas;1438;1072;366;25,45;1990
Stonewall;Texas;2013;1776;237;11,77;1990
Sutton;Texas;4135;2269;1866;45,13;1990
Swisher;Texas;8133;5637;2496;30,69;1990
Tarrant;Texas;1170103;1030224;139879;11,95;1990
Taylor;Texas;119655;102144;17511;14,64;1990
Terrell;Texas;1410;659;751;53,26;1990
Terry;Texas;13218;8024;5194;39,30;1990
Throckmorton;Texas;1880;1744;136;7,23;1990
Titus;Texas;24009;21453;2556;10,65;1990
Tom Green;Texas;98458;72957;25501;25,90;1990
Travis;Texas;576407;454718;121689;21,11;1990
Trinity;Texas;11445;11173;272;2,38;1990
Tyler;Texas;16646;16469;177;1,06;1990
Upshur;Texas;31370;30729;641;2,04;1990
Upton;Texas;4447;2781;1666;37,46;1990
